path,class,source,base_id,augmentation,split_group
backend/app/modules/m2_classifier/training/data/passport/passport_129_hue_sat_adjusted.png,passport,synthetic,passport_129,hue_sat_adjusted,passport_129
backend/app/modules/m2_classifier/training/data/passport/passport_129_scaled_up.png,passport,synthetic,passport_129,scaled_up,passport_129
backend/app/modules/m2_classifier/training/data/passport/passport_129_scaled_down.png,passport,synthetic,passport_129,scaled_down,passport_129
backend/app/modules/m2_classifier/training/data/passport/passport_077_base.png,passport,synthetic,passport_077,original,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_077_blurred.png,passport,synthetic,passport_077,blurred,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_077_contrast_adjusted.png,passport,synthetic,passport_077,contrast_adjusted,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_077_hue_sat_adjusted.png,passport,synthetic,passport_077,hue_sat_adjusted,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_077_scaled_up.png,passport,synthetic,passport_077,scaled_up,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_077_scaled_down.png,passport,synthetic,passport_077,scaled_down,passport_077
backend/app/modules/m2_classifier/training/data/passport/passport_159_base.png,passport,synthetic,passport_159,original,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_159_blurred.png,passport,synthetic,passport_159,blurred,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_159_contrast_adjusted.png,passport,synthetic,passport_159,contrast_adjusted,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_159_hue_sat_adjusted.png,passport,synthetic,passport_159,hue_sat_adjusted,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_159_scaled_up.png,passport,synthetic,passport_159,scaled_up,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_159_scaled_down.png,passport,synthetic,passport_159,scaled_down,passport_159
backend/app/modules/m2_classifier/training/data/passport/passport_168_base.png,passport,synthetic,passport_168,original,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_168_blurred.png,passport,synthetic,passport_168,blurred,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_168_contrast_adjusted.png,passport,synthetic,passport_168,contrast_adjusted,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_168_hue_sat_adjusted.png,passport,synthetic,passport_168,hue_sat_adjusted,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_168_scaled_up.png,passport,synthetic,passport_168,scaled_up,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_168_scaled_down.png,passport,synthetic,passport_168,scaled_down,passport_168
backend/app/modules/m2_classifier/training/data/passport/passport_046_base.png,passport,synthetic,passport_046,original,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_046_blurred.png,passport,synthetic,passport_046,blurred,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_046_contrast_adjusted.png,passport,synthetic,passport_046,contrast_adjusted,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_046_hue_sat_adjusted.png,passport,synthetic,passport_046,hue_sat_adjusted,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_046_scaled_up.png,passport,synthetic,passport_046,scaled_up,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_046_scaled_down.png,passport,synthetic,passport_046,scaled_down,passport_046
backend/app/modules/m2_classifier/training/data/passport/passport_131_base.png,passport,synthetic,passport_131,original,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_131_blurred.png,passport,synthetic,passport_131,blurred,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_131_contrast_adjusted.png,passport,synthetic,passport_131,contrast_adjusted,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_131_hue_sat_adjusted.png,passport,synthetic,passport_131,hue_sat_adjusted,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_131_scaled_up.png,passport,synthetic,passport_131,scaled_up,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_131_scaled_down.png,passport,synthetic,passport_131,scaled_down,passport_131
backend/app/modules/m2_classifier/training/data/passport/passport_031_base.png,passport,synthetic,passport_031,original,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_031_blurred.png,passport,synthetic,passport_031,blurred,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_031_contrast_adjusted.png,passport,synthetic,passport_031,contrast_adjusted,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_031_hue_sat_adjusted.png,passport,synthetic,passport_031,hue_sat_adjusted,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_031_scaled_up.png,passport,synthetic,passport_031,scaled_up,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_031_scaled_down.png,passport,synthetic,passport_031,scaled_down,passport_031
backend/app/modules/m2_classifier/training/data/passport/passport_004_base.png,passport,synthetic,passport_004,original,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_004_blurred.png,passport,synthetic,passport_004,blurred,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_004_contrast_adjusted.png,passport,synthetic,passport_004,contrast_adjusted,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_004_hue_sat_adjusted.png,passport,synthetic,passport_004,hue_sat_adjusted,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_004_scaled_up.png,passport,synthetic,passport_004,scaled_up,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_004_scaled_down.png,passport,synthetic,passport_004,scaled_down,passport_004
backend/app/modules/m2_classifier/training/data/passport/passport_160_base.png,passport,synthetic,passport_160,original,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_160_blurred.png,passport,synthetic,passport_160,blurred,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_160_contrast_adjusted.png,passport,synthetic,passport_160,contrast_adjusted,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_160_hue_sat_adjusted.png,passport,synthetic,passport_160,hue_sat_adjusted,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_160_scaled_up.png,passport,synthetic,passport_160,scaled_up,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_160_scaled_down.png,passport,synthetic,passport_160,scaled_down,passport_160
backend/app/modules/m2_classifier/training/data/passport/passport_016_base.png,passport,synthetic,passport_016,original,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_016_blurred.png,passport,synthetic,passport_016,blurred,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_016_contrast_adjusted.png,passport,synthetic,passport_016,contrast_adjusted,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_016_hue_sat_adjusted.png,passport,synthetic,passport_016,hue_sat_adjusted,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_016_scaled_up.png,passport,synthetic,passport_016,scaled_up,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_016_scaled_down.png,passport,synthetic,passport_016,scaled_down,passport_016
backend/app/modules/m2_classifier/training/data/passport/passport_043_base.png,passport,synthetic,passport_043,original,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_043_blurred.png,passport,synthetic,passport_043,blurred,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_043_contrast_adjusted.png,passport,synthetic,passport_043,contrast_adjusted,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_043_hue_sat_adjusted.png,passport,synthetic,passport_043,hue_sat_adjusted,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_043_scaled_up.png,passport,synthetic,passport_043,scaled_up,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_043_scaled_down.png,passport,synthetic,passport_043,scaled_down,passport_043
backend/app/modules/m2_classifier/training/data/passport/passport_127_base.png,passport,synthetic,passport_127,original,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_127_blurred.png,passport,synthetic,passport_127,blurred,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_127_contrast_adjusted.png,passport,synthetic,passport_127,contrast_adjusted,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_127_hue_sat_adjusted.png,passport,synthetic,passport_127,hue_sat_adjusted,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_127_scaled_up.png,passport,synthetic,passport_127,scaled_up,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_127_scaled_down.png,passport,synthetic,passport_127,scaled_down,passport_127
backend/app/modules/m2_classifier/training/data/passport/passport_187_base.png,passport,synthetic,passport_187,original,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_187_blurred.png,passport,synthetic,passport_187,blurred,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_187_contrast_adjusted.png,passport,synthetic,passport_187,contrast_adjusted,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_187_hue_sat_adjusted.png,passport,synthetic,passport_187,hue_sat_adjusted,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_187_scaled_up.png,passport,synthetic,passport_187,scaled_up,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_187_scaled_down.png,passport,synthetic,passport_187,scaled_down,passport_187
backend/app/modules/m2_classifier/training/data/passport/passport_163_base.png,passport,synthetic,passport_163,original,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_163_blurred.png,passport,synthetic,passport_163,blurred,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_163_contrast_adjusted.png,passport,synthetic,passport_163,contrast_adjusted,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_163_hue_sat_adjusted.png,passport,synthetic,passport_163,hue_sat_adjusted,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_163_scaled_up.png,passport,synthetic,passport_163,scaled_up,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_163_scaled_down.png,passport,synthetic,passport_163,scaled_down,passport_163
backend/app/modules/m2_classifier/training/data/passport/passport_048_base.png,passport,synthetic,passport_048,original,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_048_blurred.png,passport,synthetic,passport_048,blurred,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_048_contrast_adjusted.png,passport,synthetic,passport_048,contrast_adjusted,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_048_hue_sat_adjusted.png,passport,synthetic,passport_048,hue_sat_adjusted,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_048_scaled_up.png,passport,synthetic,passport_048,scaled_up,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_048_scaled_down.png,passport,synthetic,passport_048,scaled_down,passport_048
backend/app/modules/m2_classifier/training/data/passport/passport_111_base.png,passport,synthetic,passport_111,original,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_111_blurred.png,passport,synthetic,passport_111,blurred,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_111_contrast_adjusted.png,passport,synthetic,passport_111,contrast_adjusted,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_111_hue_sat_adjusted.png,passport,synthetic,passport_111,hue_sat_adjusted,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_111_scaled_up.png,passport,synthetic,passport_111,scaled_up,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_111_scaled_down.png,passport,synthetic,passport_111,scaled_down,passport_111
backend/app/modules/m2_classifier/training/data/passport/passport_006_base.png,passport,synthetic,passport_006,original,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_006_blurred.png,passport,synthetic,passport_006,blurred,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_006_contrast_adjusted.png,passport,synthetic,passport_006,contrast_adjusted,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_006_hue_sat_adjusted.png,passport,synthetic,passport_006,hue_sat_adjusted,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_006_scaled_up.png,passport,synthetic,passport_006,scaled_up,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_006_scaled_down.png,passport,synthetic,passport_006,scaled_down,passport_006
backend/app/modules/m2_classifier/training/data/passport/passport_195_base.png,passport,synthetic,passport_195,original,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_195_blurred.png,passport,synthetic,passport_195,blurred,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_195_contrast_adjusted.png,passport,synthetic,passport_195,contrast_adjusted,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_195_hue_sat_adjusted.png,passport,synthetic,passport_195,hue_sat_adjusted,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_195_scaled_up.png,passport,synthetic,passport_195,scaled_up,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_195_scaled_down.png,passport,synthetic,passport_195,scaled_down,passport_195
backend/app/modules/m2_classifier/training/data/passport/passport_038_base.png,passport,synthetic,passport_038,original,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_038_blurred.png,passport,synthetic,passport_038,blurred,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_038_contrast_adjusted.png,passport,synthetic,passport_038,contrast_adjusted,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_038_hue_sat_adjusted.png,passport,synthetic,passport_038,hue_sat_adjusted,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_038_scaled_up.png,passport,synthetic,passport_038,scaled_up,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_038_scaled_down.png,passport,synthetic,passport_038,scaled_down,passport_038
backend/app/modules/m2_classifier/training/data/passport/passport_123_base.png,passport,synthetic,passport_123,original,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_123_blurred.png,passport,synthetic,passport_123,blurred,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_123_contrast_adjusted.png,passport,synthetic,passport_123,contrast_adjusted,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_123_hue_sat_adjusted.png,passport,synthetic,passport_123,hue_sat_adjusted,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_123_scaled_up.png,passport,synthetic,passport_123,scaled_up,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_123_scaled_down.png,passport,synthetic,passport_123,scaled_down,passport_123
backend/app/modules/m2_classifier/training/data/passport/passport_013_base.png,passport,synthetic,passport_013,original,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_013_blurred.png,passport,synthetic,passport_013,blurred,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_013_contrast_adjusted.png,passport,synthetic,passport_013,contrast_adjusted,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_013_hue_sat_adjusted.png,passport,synthetic,passport_013,hue_sat_adjusted,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_013_scaled_up.png,passport,synthetic,passport_013,scaled_up,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_013_scaled_down.png,passport,synthetic,passport_013,scaled_down,passport_013
backend/app/modules/m2_classifier/training/data/passport/passport_037_base.png,passport,synthetic,passport_037,original,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_037_blurred.png,passport,synthetic,passport_037,blurred,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_037_contrast_adjusted.png,passport,synthetic,passport_037,contrast_adjusted,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_037_hue_sat_adjusted.png,passport,synthetic,passport_037,hue_sat_adjusted,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_037_scaled_up.png,passport,synthetic,passport_037,scaled_up,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_037_scaled_down.png,passport,synthetic,passport_037,scaled_down,passport_037
backend/app/modules/m2_classifier/training/data/passport/passport_154_base.png,passport,synthetic,passport_154,original,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_154_blurred.png,passport,synthetic,passport_154,blurred,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_154_contrast_adjusted.png,passport,synthetic,passport_154,contrast_adjusted,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_154_hue_sat_adjusted.png,passport,synthetic,passport_154,hue_sat_adjusted,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_154_scaled_up.png,passport,synthetic,passport_154,scaled_up,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_154_scaled_down.png,passport,synthetic,passport_154,scaled_down,passport_154
backend/app/modules/m2_classifier/training/data/passport/passport_070_base.png,passport,synthetic,passport_070,original,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_070_blurred.png,passport,synthetic,passport_070,blurred,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_070_contrast_adjusted.png,passport,synthetic,passport_070,contrast_adjusted,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_070_hue_sat_adjusted.png,passport,synthetic,passport_070,hue_sat_adjusted,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_070_scaled_up.png,passport,synthetic,passport_070,scaled_up,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_070_scaled_down.png,passport,synthetic,passport_070,scaled_down,passport_070
backend/app/modules/m2_classifier/training/data/passport/passport_062_base.png,passport,synthetic,passport_062,original,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_062_blurred.png,passport,synthetic,passport_062,blurred,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_062_contrast_adjusted.png,passport,synthetic,passport_062,contrast_adjusted,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_062_hue_sat_adjusted.png,passport,synthetic,passport_062,hue_sat_adjusted,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_062_scaled_up.png,passport,synthetic,passport_062,scaled_up,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_062_scaled_down.png,passport,synthetic,passport_062,scaled_down,passport_062
backend/app/modules/m2_classifier/training/data/passport/passport_196_base.png,passport,synthetic,passport_196,original,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_196_blurred.png,passport,synthetic,passport_196,blurred,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_196_contrast_adjusted.png,passport,synthetic,passport_196,contrast_adjusted,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_196_hue_sat_adjusted.png,passport,synthetic,passport_196,hue_sat_adjusted,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_196_scaled_up.png,passport,synthetic,passport_196,scaled_up,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_196_scaled_down.png,passport,synthetic,passport_196,scaled_down,passport_196
backend/app/modules/m2_classifier/training/data/passport/passport_033_base.png,passport,synthetic,passport_033,original,passport_033
backend/app/modules/m2_classifier/training/data/passport/passport_033_blurred.png,passport,synthetic,passport_033,blurred,passport_033
backend/app/modules/m2_classifier/training/data/passport/passport_033_contrast_adjusted.png,passport,synthetic,passport_033,contrast_adjusted,passport_033
backend/app/modules/m2_classifier/training/data/passport/passport_033_hue_sat_adjusted.png,passport,synthetic,passport_033,hue_sat_adjusted,passport_033
backend/app/modules/m2_classifier/training/data/passport/passport_033_scaled_up.png,passport,synthetic,passport_033,scaled_up,passport_033
backend/app/modules/m2_classifier/training/data/passport/passport_033_scaled_down.png,passport,synthetic,passport_033,scaled_down,passport_033
