path,class,source,base_id,augmentation
backend/app/modules/m2_classifier/training/data/passport/passport_010_contrast_adjusted.png,passport,synthetic,passport_010,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_010_hue_sat_adjusted.png,passport,synthetic,passport_010,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_010_scaled_up.png,passport,synthetic,passport_010,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_010_scaled_down.png,passport,synthetic,passport_010,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_011_base.png,passport,synthetic,passport_011,original
backend/app/modules/m2_classifier/training/data/passport/passport_011_blurred.png,passport,synthetic,passport_011,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_011_contrast_adjusted.png,passport,synthetic,passport_011,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_011_hue_sat_adjusted.png,passport,synthetic,passport_011,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_011_scaled_up.png,passport,synthetic,passport_011,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_011_scaled_down.png,passport,synthetic,passport_011,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_012_base.png,passport,synthetic,passport_012,original
backend/app/modules/m2_classifier/training/data/passport/passport_012_blurred.png,passport,synthetic,passport_012,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_012_contrast_adjusted.png,passport,synthetic,passport_012,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_012_hue_sat_adjusted.png,passport,synthetic,passport_012,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_012_scaled_up.png,passport,synthetic,passport_012,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_012_scaled_down.png,passport,synthetic,passport_012,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_013_base.png,passport,synthetic,passport_013,original
backend/app/modules/m2_classifier/training/data/passport/passport_013_blurred.png,passport,synthetic,passport_013,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_013_contrast_adjusted.png,passport,synthetic,passport_013,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_013_hue_sat_adjusted.png,passport,synthetic,passport_013,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_013_scaled_up.png,passport,synthetic,passport_013,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_013_scaled_down.png,passport,synthetic,passport_013,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_014_base.png,passport,synthetic,passport_014,original
backend/app/modules/m2_classifier/training/data/passport/passport_014_blurred.png,passport,synthetic,passport_014,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_014_contrast_adjusted.png,passport,synthetic,passport_014,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_014_hue_sat_adjusted.png,passport,synthetic,passport_014,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_014_scaled_up.png,passport,synthetic,passport_014,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_014_scaled_down.png,passport,synthetic,passport_014,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_015_base.png,passport,synthetic,passport_015,original
backend/app/modules/m2_classifier/training/data/passport/passport_015_blurred.png,passport,synthetic,passport_015,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_015_contrast_adjusted.png,passport,synthetic,passport_015,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_015_hue_sat_adjusted.png,passport,synthetic,passport_015,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_015_scaled_up.png,passport,synthetic,passport_015,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_015_scaled_down.png,passport,synthetic,passport_015,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_016_base.png,passport,synthetic,passport_016,original
backend/app/modules/m2_classifier/training/data/passport/passport_016_blurred.png,passport,synthetic,passport_016,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_016_contrast_adjusted.png,passport,synthetic,passport_016,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_016_hue_sat_adjusted.png,passport,synthetic,passport_016,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_016_scaled_up.png,passport,synthetic,passport_016,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_016_scaled_down.png,passport,synthetic,passport_016,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_017_base.png,passport,synthetic,passport_017,original
backend/app/modules/m2_classifier/training/data/passport/passport_017_blurred.png,passport,synthetic,passport_017,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_017_contrast_adjusted.png,passport,synthetic,passport_017,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_017_hue_sat_adjusted.png,passport,synthetic,passport_017,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_017_scaled_up.png,passport,synthetic,passport_017,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_017_scaled_down.png,passport,synthetic,passport_017,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_018_base.png,passport,synthetic,passport_018,original
backend/app/modules/m2_classifier/training/data/passport/passport_018_blurred.png,passport,synthetic,passport_018,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_018_contrast_adjusted.png,passport,synthetic,passport_018,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_018_hue_sat_adjusted.png,passport,synthetic,passport_018,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_018_scaled_up.png,passport,synthetic,passport_018,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_018_scaled_down.png,passport,synthetic,passport_018,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_019_base.png,passport,synthetic,passport_019,original
backend/app/modules/m2_classifier/training/data/passport/passport_019_blurred.png,passport,synthetic,passport_019,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_019_contrast_adjusted.png,passport,synthetic,passport_019,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_019_hue_sat_adjusted.png,passport,synthetic,passport_019,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_019_scaled_up.png,passport,synthetic,passport_019,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_019_scaled_down.png,passport,synthetic,passport_019,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_020_base.png,passport,synthetic,passport_020,original
backend/app/modules/m2_classifier/training/data/passport/passport_020_blurred.png,passport,synthetic,passport_020,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_020_contrast_adjusted.png,passport,synthetic,passport_020,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_020_hue_sat_adjusted.png,passport,synthetic,passport_020,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_020_scaled_up.png,passport,synthetic,passport_020,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_020_scaled_down.png,passport,synthetic,passport_020,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_021_base.png,passport,synthetic,passport_021,original
backend/app/modules/m2_classifier/training/data/passport/passport_021_blurred.png,passport,synthetic,passport_021,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_021_contrast_adjusted.png,passport,synthetic,passport_021,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_021_hue_sat_adjusted.png,passport,synthetic,passport_021,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_021_scaled_up.png,passport,synthetic,passport_021,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_021_scaled_down.png,passport,synthetic,passport_021,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_022_base.png,passport,synthetic,passport_022,original
backend/app/modules/m2_classifier/training/data/passport/passport_022_blurred.png,passport,synthetic,passport_022,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_022_contrast_adjusted.png,passport,synthetic,passport_022,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_022_hue_sat_adjusted.png,passport,synthetic,passport_022,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_022_scaled_up.png,passport,synthetic,passport_022,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_022_scaled_down.png,passport,synthetic,passport_022,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_023_base.png,passport,synthetic,passport_023,original
backend/app/modules/m2_classifier/training/data/passport/passport_023_blurred.png,passport,synthetic,passport_023,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_023_contrast_adjusted.png,passport,synthetic,passport_023,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_023_hue_sat_adjusted.png,passport,synthetic,passport_023,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_023_scaled_up.png,passport,synthetic,passport_023,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_023_scaled_down.png,passport,synthetic,passport_023,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_024_base.png,passport,synthetic,passport_024,original
backend/app/modules/m2_classifier/training/data/passport/passport_024_blurred.png,passport,synthetic,passport_024,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_024_contrast_adjusted.png,passport,synthetic,passport_024,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_024_hue_sat_adjusted.png,passport,synthetic,passport_024,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_024_scaled_up.png,passport,synthetic,passport_024,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_024_scaled_down.png,passport,synthetic,passport_024,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_025_base.png,passport,synthetic,passport_025,original
backend/app/modules/m2_classifier/training/data/passport/passport_025_blurred.png,passport,synthetic,passport_025,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_025_contrast_adjusted.png,passport,synthetic,passport_025,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_025_hue_sat_adjusted.png,passport,synthetic,passport_025,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_025_scaled_up.png,passport,synthetic,passport_025,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_025_scaled_down.png,passport,synthetic,passport_025,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_026_base.png,passport,synthetic,passport_026,original
backend/app/modules/m2_classifier/training/data/passport/passport_026_blurred.png,passport,synthetic,passport_026,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_026_contrast_adjusted.png,passport,synthetic,passport_026,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_026_hue_sat_adjusted.png,passport,synthetic,passport_026,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_026_scaled_up.png,passport,synthetic,passport_026,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_026_scaled_down.png,passport,synthetic,passport_026,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_027_base.png,passport,synthetic,passport_027,original
backend/app/modules/m2_classifier/training/data/passport/passport_027_blurred.png,passport,synthetic,passport_027,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_027_contrast_adjusted.png,passport,synthetic,passport_027,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_027_hue_sat_adjusted.png,passport,synthetic,passport_027,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_027_scaled_up.png,passport,synthetic,passport_027,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_027_scaled_down.png,passport,synthetic,passport_027,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_028_base.png,passport,synthetic,passport_028,original
backend/app/modules/m2_classifier/training/data/passport/passport_028_blurred.png,passport,synthetic,passport_028,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_028_contrast_adjusted.png,passport,synthetic,passport_028,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_028_hue_sat_adjusted.png,passport,synthetic,passport_028,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_028_scaled_up.png,passport,synthetic,passport_028,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_028_scaled_down.png,passport,synthetic,passport_028,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_029_base.png,passport,synthetic,passport_029,original
backend/app/modules/m2_classifier/training/data/passport/passport_029_blurred.png,passport,synthetic,passport_029,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_029_contrast_adjusted.png,passport,synthetic,passport_029,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_029_hue_sat_adjusted.png,passport,synthetic,passport_029,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_029_scaled_up.png,passport,synthetic,passport_029,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_029_scaled_down.png,passport,synthetic,passport_029,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_030_base.png,passport,synthetic,passport_030,original
backend/app/modules/m2_classifier/training/data/passport/passport_030_blurred.png,passport,synthetic,passport_030,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_030_contrast_adjusted.png,passport,synthetic,passport_030,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_030_hue_sat_adjusted.png,passport,synthetic,passport_030,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_030_scaled_up.png,passport,synthetic,passport_030,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_030_scaled_down.png,passport,synthetic,passport_030,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_031_base.png,passport,synthetic,passport_031,original
backend/app/modules/m2_classifier/training/data/passport/passport_031_blurred.png,passport,synthetic,passport_031,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_031_contrast_adjusted.png,passport,synthetic,passport_031,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_031_hue_sat_adjusted.png,passport,synthetic,passport_031,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_031_scaled_up.png,passport,synthetic,passport_031,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_031_scaled_down.png,passport,synthetic,passport_031,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_032_base.png,passport,synthetic,passport_032,original
backend/app/modules/m2_classifier/training/data/passport/passport_032_blurred.png,passport,synthetic,passport_032,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_032_contrast_adjusted.png,passport,synthetic,passport_032,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_032_hue_sat_adjusted.png,passport,synthetic,passport_032,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_032_scaled_up.png,passport,synthetic,passport_032,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_032_scaled_down.png,passport,synthetic,passport_032,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_033_base.png,passport,synthetic,passport_033,original
backend/app/modules/m2_classifier/training/data/passport/passport_033_blurred.png,passport,synthetic,passport_033,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_033_contrast_adjusted.png,passport,synthetic,passport_033,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_033_hue_sat_adjusted.png,passport,synthetic,passport_033,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_033_scaled_up.png,passport,synthetic,passport_033,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_033_scaled_down.png,passport,synthetic,passport_033,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_034_base.png,passport,synthetic,passport_034,original
backend/app/modules/m2_classifier/training/data/passport/passport_034_blurred.png,passport,synthetic,passport_034,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_034_contrast_adjusted.png,passport,synthetic,passport_034,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_034_hue_sat_adjusted.png,passport,synthetic,passport_034,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_034_scaled_up.png,passport,synthetic,passport_034,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_034_scaled_down.png,passport,synthetic,passport_034,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_035_base.png,passport,synthetic,passport_035,original
backend/app/modules/m2_classifier/training/data/passport/passport_035_blurred.png,passport,synthetic,passport_035,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_035_contrast_adjusted.png,passport,synthetic,passport_035,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_035_hue_sat_adjusted.png,passport,synthetic,passport_035,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_035_scaled_up.png,passport,synthetic,passport_035,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_035_scaled_down.png,passport,synthetic,passport_035,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_036_base.png,passport,synthetic,passport_036,original
backend/app/modules/m2_classifier/training/data/passport/passport_036_blurred.png,passport,synthetic,passport_036,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_036_contrast_adjusted.png,passport,synthetic,passport_036,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_036_hue_sat_adjusted.png,passport,synthetic,passport_036,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_036_scaled_up.png,passport,synthetic,passport_036,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_036_scaled_down.png,passport,synthetic,passport_036,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_037_base.png,passport,synthetic,passport_037,original
backend/app/modules/m2_classifier/training/data/passport/passport_037_blurred.png,passport,synthetic,passport_037,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_037_contrast_adjusted.png,passport,synthetic,passport_037,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_037_hue_sat_adjusted.png,passport,synthetic,passport_037,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_037_scaled_up.png,passport,synthetic,passport_037,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_037_scaled_down.png,passport,synthetic,passport_037,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_038_base.png,passport,synthetic,passport_038,original
backend/app/modules/m2_classifier/training/data/passport/passport_038_blurred.png,passport,synthetic,passport_038,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_038_contrast_adjusted.png,passport,synthetic,passport_038,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_038_hue_sat_adjusted.png,passport,synthetic,passport_038,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_038_scaled_up.png,passport,synthetic,passport_038,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_038_scaled_down.png,passport,synthetic,passport_038,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_039_base.png,passport,synthetic,passport_039,original
backend/app/modules/m2_classifier/training/data/passport/passport_039_blurred.png,passport,synthetic,passport_039,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_039_contrast_adjusted.png,passport,synthetic,passport_039,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_039_hue_sat_adjusted.png,passport,synthetic,passport_039,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_039_scaled_up.png,passport,synthetic,passport_039,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_039_scaled_down.png,passport,synthetic,passport_039,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_040_base.png,passport,synthetic,passport_040,original
backend/app/modules/m2_classifier/training/data/passport/passport_040_blurred.png,passport,synthetic,passport_040,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_040_contrast_adjusted.png,passport,synthetic,passport_040,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_040_hue_sat_adjusted.png,passport,synthetic,passport_040,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_040_scaled_up.png,passport,synthetic,passport_040,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_040_scaled_down.png,passport,synthetic,passport_040,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_041_base.png,passport,synthetic,passport_041,original
backend/app/modules/m2_classifier/training/data/passport/passport_041_blurred.png,passport,synthetic,passport_041,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_041_contrast_adjusted.png,passport,synthetic,passport_041,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_041_hue_sat_adjusted.png,passport,synthetic,passport_041,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_041_scaled_up.png,passport,synthetic,passport_041,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_041_scaled_down.png,passport,synthetic,passport_041,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_042_base.png,passport,synthetic,passport_042,original
backend/app/modules/m2_classifier/training/data/passport/passport_042_blurred.png,passport,synthetic,passport_042,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_042_contrast_adjusted.png,passport,synthetic,passport_042,contrast_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_042_hue_sat_adjusted.png,passport,synthetic,passport_042,hue_sat_adjusted
backend/app/modules/m2_classifier/training/data/passport/passport_042_scaled_up.png,passport,synthetic,passport_042,scaled_up
backend/app/modules/m2_classifier/training/data/passport/passport_042_scaled_down.png,passport,synthetic,passport_042,scaled_down
backend/app/modules/m2_classifier/training/data/passport/passport_043_base.png,passport,synthetic,passport_043,original
backend/app/modules/m2_classifier/training/data/passport/passport_043_blurred.png,passport,synthetic,passport_043,blurred
backend/app/modules/m2_classifier/training/data/passport/passport_043_contrast_adjusted.png,passport,synthetic,passport_043,contrast_adjusted
